x,y,region,country,reportingDate,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da,lumpy
79.75,12.75,,,,24.5,9.4,0.0,4.0,5.3,20.0,24.7,29.4,23.2,0.47,149,2,22132.88872,3433.84468,0
44.25,31.25,,,,34.4,11.9,3.91,2.3,14.5,5.8,11.7,17.7,8.5,4.66,156,9,131.9379519,60.51675935,0
117.75,56.75,,,,59.9,11.6,31.0,0.0,1.1,-41.9,-36.1,-30.3,0.2,0.01,97,4,29.34739442,0.001133536,0
88.25,73.25,,,,70.8,7.2,31.0,0.0,28.5,-29.3,-25.7,-22.1,0.7,20.03,144,3,6.188202516,0.002670689,0
19.75,-27.75,,,,29.7,15.8,0.0,7.5,60.6,20.6,28.5,36.4,13.3,9.03,177,3,23.06719983,0.0,0
126.75,59.25,,,,84.6,6.5,31.0,0.0,13.9,-32.4,-29.1,-25.9,0.5,10.06,178,4,5.121329474,0.00024345,0
104.25,71.75,,,,52.8,6.8,31.0,0.0,32.7,-32.7,-29.3,-25.9,0.6,16.11,161,3,5.789137578,0.000383417,0
117.75,24.75,,,,70.5,6.6,3.91,1.8,11.2,5.8,9.1,12.4,7.6,5.18,128,2,1361.352845,1657.757522,0
90.75,70.75,,,,72.3,7.4,31.0,0.0,18.0,-30.5,-26.8,-23.1,0.6,21.34,153,3,8.40286993,0.001461465,0
129.25,67.25,,,,62.3,7.0,31.0,0.0,8.5,-48.1,-44.6,-41.1,0.2,4.66,170,3,1.533816094,0.000257686,0
77.25,64.75,,,,93.6,7.3,31.0,0.0,25.0,-25.6,-21.9,-18.3,1.1,19.12,145,6,0.004682167,0.003171641,0
97.75,25.25,,,,28.9,12.4,5.03,1.8,39.5,5.2,11.4,17.6,10.7,16.29,211,4,201.6629567,150.8510557,0
64.25,51.25,,,,36.4,8.6,31.0,0.1,8.1,-23.4,-19.1,-14.8,1.2,5.78,154,8,78.19300796,0.003781224,0
87.75,49.75,,,,39.4,12.9,31.0,0.2,9.3,-40.9,-34.4,-28.0,0.0,7.66,129,9,144.2264957,0.003000188,0
97.75,41.25,,,,29.1,11.8,31.0,0.4,0.6,-20.0,-14.1,-8.2,1.4,0.38,186,9,0.006418513,0.0,0
74.75,50.75,,,,32.0,9.6,31.0,0.2,5.9,-25.7,-20.9,-16.1,0.9,3.27,166,8,163.7314507,0.00235738,0
110.75,62.25,,,,78.0,8.3,31.0,0.0,9.4,-34.7,-30.5,-26.4,0.4,7.77,166,4,2.444289873,0.000175433,0
99.25,21.25,,,,29.3,14.0,0.45,2.4,26.5,8.6,15.6,22.6,12.7,17.84,187,4,707.6449611,211.0335626,0
22.555164,42.070897,Europe,North Macedonia,5/8/2016,84.3,6.4,26.09,0.7,27.7,-4.8,-1.6,1.6,4.1,7.03,165,4,15.2685941,0.004661163,1
81.25,47.75,,,,50.4,11.1,31.0,0.4,9.9,-26.9,-21.3,-15.8,0.3,6.43,184,3,144.164841,0.001396082,0
117.25,39.75,,,,26.4,10.2,30.68,1.0,0.0,-11.7,-6.6,-1.5,1.6,0.01,145,2,5090.206385,0.0,0
27.75,25.75,,,,24.2,16.1,5.23,2.7,0.9,5.1,13.1,21.2,7.6,0.0,166,9,27.37209107,0.0,0
153.25,62.25,,,,75.8,8.0,31.0,0.0,25.4,-35.4,-31.4,-27.4,0.3,19.32,184,4,0.023544488,0.000280825,0
76.75,50.75,,,,37.8,9.7,31.0,0.1,5.3,-25.8,-20.9,-16.1,1.0,6.15,161,3,121.6073337,0.003726553,0
47.25,55.75,,,,70.7,5.8,31.0,0.0,52.0,-14.9,-12.0,-9.1,2.4,24.04,154,2,682.6680842,0.03011571,0
55.75,45.75,,,,70.7,9.3,30.97,0.5,11.7,-13.3,-8.6,-4.0,2.5,7.64,156,9,2.968305007,0.00612445,0
106.75,33.75,,,,62.9,6.3,27.76,0.9,3.7,-6.6,-3.4,-0.3,1.7,3.68,194,4,629.576033,0.0,0
169.75,61.25,,,,67.3,8.7,31.0,0.0,39.4,-23.8,-19.4,-15.1,1.6,8.75,185,3,14.5539208,0.001857174,0
39.75,61.25,,,,90.7,7.0,31.0,0.0,45.2,-15.9,-12.4,-8.9,2.3,18.22,161,4,6.212137333,9.96e-06,0
-177.75,68.25,,,,83.8,7.7,31.0,0.0,46.2,-23.0,-19.1,-15.3,1.6,15.37,145,11,0.0,0.190546156,0
79.75,15.75,,,,19.3,11.1,0.0,3.9,0.8,18.9,24.4,30.0,19.5,0.0,148,2,27.2076215,15984.90228,0
42.25,32.25,,,,36.4,12.1,6.06,2.0,13.8,4.7,10.7,16.8,8.6,5.33,162,9,56.08711515,3.85e-05,0
19.06,-22.69,Africa,Namibia,22/07/2017,55.0,14.4,0.0,5.0,71.0,18.0,25.2,32.4,16.3,11.4,185,3,192.4999623,0.0,1
33.25,67.25,,,,88.2,7.9,31.0,0.0,53.5,-17.3,-13.3,-9.4,2.2,17.22,163,11,6.302636674,0.000159402,0
90.25,45.25,,,,22.9,12.1,31.0,0.2,2.1,-27.0,-20.9,-14.9,0.7,1.74,187,9,89.31354449,0.0,0
85.25,36.25,,,,46.2,15.9,31.0,0.6,11.3,-28.6,-20.6,-12.7,0.1,3.12,219,3,16.60677495,0.0,0
114.75,68.75,,,,78.7,7.4,31.0,0.0,16.2,-36.9,-33.2,-29.5,0.4,10.29,158,4,1.373374879,9.94e-05,0
94.25,62.75,,,,75.5,7.3,31.0,0.1,20.4,-34.8,-31.1,-27.5,0.1,11.83,175,4,12.02283654,0.000135836,0
96.25,26.25,,,,26.7,12.0,0.23,1.9,34.8,9.0,15.0,21.0,13.4,3.07,170,4,204.294993,62.540775,0
22.333456,41.785017,Europe,North Macedonia,5/8/2016,81.1,6.7,23.8,0.6,25.3,-2.7,0.7,4.1,5.2,7.26,185,2,323.7505799,0.091323295,1
48.75,23.75,,,,42.7,8.7,0.0,3.5,10.3,14.5,18.8,23.2,12.0,5.33,164,9,5.533393902,0.0,0
14.75,-11.75,,,,83.8,9.8,0.0,3.0,111.9,14.7,19.6,24.5,17.3,9.95,193,4,0.317304057,0.0,0
94.25,41.75,,,,28.4,13.3,31.0,0.5,1.0,-20.1,-13.4,-6.8,1.2,0.25,188,9,0.37857708,0.0,0
51.25,65.25,,,,77.0,6.8,31.0,0.0,37.1,-19.9,-16.5,-13.1,1.6,20.17,154,4,0.945691382,0.000339718,0
31.25,39.25,,,,73.0,7.1,22.73,0.8,35.9,-1.9,1.7,5.3,5.0,10.79,179,2,277.2852819,0.0,0
171.25,62.75,,,,65.4,9.6,31.0,0.0,33.1,-27.3,-22.5,-17.7,1.2,11.38,172,3,0.0,0.002298659,0
44.25,35.75,,,,51.4,9.5,4.84,1.1,52.8,5.3,10.0,14.8,8.6,10.39,163,2,871.1388622,14.3131839,0
70.75,23.25,,,,11.3,17.4,0.0,3.7,0.2,10.0,18.7,27.4,9.9,0.0,144,3,908.7229723,1131.135452,0
161.75,62.75,,,,71.5,8.1,31.0,0.0,14.6,-26.8,-22.7,-18.7,1.1,11.63,151,4,0.016548857,0.000523218,0
48.3538,50.0894,Europe,Russian Federation,13/07/2017,67.9,7.4,30.98,0.2,28.6,-13.4,-9.7,-6.0,2.6,10.78,148,3,229.0057007,0.012269904,1
84.25,34.25,,,,48.9,15.8,31.0,0.7,13.9,-27.5,-19.6,-11.7,0.1,3.48,247,3,38.80096764,0.0,0
18.75,-26.25,,,,35.8,15.6,0.0,7.1,39.8,20.0,27.8,35.6,13.3,7.59,177,8,26.85729761,0.0,0
117.75,62.75,,,,63.6,8.0,31.0,0.0,16.4,-34.4,-30.4,-26.4,0.4,6.2,155,11,3.022962805,0.000130795,0
89.25,24.75,,,,40.4,13.4,0.0,2.2,4.3,11.7,18.4,25.1,14.9,0.72,147,2,8621.197794,773.9717045,0
75.75,68.25,,,,88.4,7.1,31.0,0.0,27.9,-25.4,-21.8,-18.3,1.2,20.46,148,3,0.003170499,0.002215271,0
107.75,63.75,,,,74.7,8.4,31.0,0.0,9.2,-35.5,-31.3,-27.1,0.4,7.4,163,4,2.5571049,0.000173079,0
45.25,57.25,,,,77.6,5.6,31.0,0.0,48.6,-14.3,-11.5,-8.7,2.4,21.18,153,4,105.6105499,2.1e-05,0
85.75,42.75,,,,41.3,12.0,31.0,0.5,3.3,-26.2,-20.2,-14.2,0.0,1.22,215,3,60.30419706,0.0,0
113.25,54.25,,,,40.1,12.5,31.0,0.1,0.3,-35.1,-28.8,-22.6,0.2,0.58,189,4,65.23998025,0.000448835,0
106.75,57.75,,,,68.7,9.6,31.0,0.0,7.6,-37.2,-32.4,-27.6,0.3,6.15,166,4,18.41848619,2.21e-05,0
103.25,23.75,,,,66.4,8.5,7.61,1.7,24.9,4.0,8.2,12.5,7.1,11.12,156,1,1799.081059,1161.334038,0
128.25,48.75,,,,28.7,13.6,31.0,0.2,1.9,-32.9,-26.1,-19.3,0.4,1.54,167,4,0.252291725,0.0,0
24.25,38.25,,,,68.9,5.5,2.45,1.2,85.0,6.7,9.4,12.2,9.0,11.58,151,3,5.113994124,0.0,0
77.25,33.75,,,,62.8,11.4,31.0,0.9,20.2,-18.2,-12.5,-6.8,0.0,2.14,104,3,0.0,0.0,0
110.75,24.75,,,,81.5,3.9,10.27,1.3,30.7,2.9,4.8,6.8,5.5,10.81,169,3,1969.176891,1318.969716,0
74.75,67.75,,,,88.8,7.1,31.0,0.0,27.9,-25.2,-21.6,-18.1,1.1,19.91,145,9,0.012711179,0.001948269,0
70.75,70.25,,,,88.4,6.4,31.0,0.0,13.4,-25.9,-22.7,-19.5,1.1,15.36,145,3,0.004284912,0.001601102,0
44.25,49.75,,,,78.4,6.1,30.45,0.2,34.3,-11.0,-7.9,-4.9,3.1,12.22,150,3,139.5840584,0.000274756,0
35.045495,32.152569,Asia,West Bank,30/04/2013,54.0,8.3,0.74,1.7,102.9,8.2,12.3,16.5,10.4,14.83,191,3,523.3880539,0.0,1
36.25,68.25,,,,90.9,6.9,31.0,0.0,53.8,-17.1,-13.6,-10.2,2.1,16.89,156,11,0.008202255,0.0,0
96.25,73.75,,,,59.8,7.0,31.0,0.0,21.0,-32.6,-29.1,-25.6,0.5,16.4,149,3,5.167115627,0.001078886,0
103.75,51.75,,,,54.0,9.2,31.0,0.1,27.5,-31.0,-26.4,-21.8,0.3,10.28,121,11,0.0,2.5e-05,0
39.75,61.75,,,,91.4,7.1,31.0,0.0,44.8,-16.1,-12.5,-9.0,2.3,18.17,155,4,4.028652171,3.47e-05,0
36.235,37.506,Asia,Turkey,17/04/2014,69.6,7.2,24.03,0.8,115.6,-2.9,0.7,4.3,4.7,12.69,182,3,238.2193561,0.0,1
25.25,30.25,,,,30.0,10.8,0.33,2.8,8.0,8.8,14.2,19.6,9.8,4.15,156,9,0.01738849,0.000137243,0
179.25,65.25,,,,45.7,8.1,31.0,0.0,41.8,-22.1,-18.0,-14.0,1.7,10.96,141,3,0.0,0.001609727,0
20.31242,42.13514,Europe,Albania,14/09/2016,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0,1
128.75,54.75,,,,40.2,10.6,31.0,0.0,4.8,-34.6,-29.3,-24.0,0.6,0.0,164,4,4.353988452,0.000259454,0
90.75,34.25,,,,38.3,14.1,31.0,0.8,0.8,-25.6,-18.5,-11.5,0.2,0.84,228,3,90.45343301,0.0,0
89.75,72.25,,,,71.4,7.4,31.0,0.0,24.4,-29.8,-26.1,-22.4,0.7,20.88,148,3,6.656596628,0.002144966,0
113.25,28.75,,,,74.4,4.2,18.71,1.2,42.0,-0.3,1.8,3.9,4.2,10.95,163,4,1429.499186,862.0893677,0
111.25,53.75,,,,32.7,12.2,31.0,0.1,1.5,-38.7,-32.6,-26.5,0.0,1.94,166,2,48.39306348,0.000142561,0
95.25,54.25,,,,56.4,11.1,31.0,0.2,8.4,-36.0,-30.4,-24.9,0.0,7.76,158,4,34.50807111,0.000315319,0
19.532285,42.055954,Europe,Albania,27/07/2016,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44,152,4,808.1463792,0.0,1
92.25,59.75,,,,74.4,7.9,31.0,0.0,17.8,-31.5,-27.5,-23.6,0.5,7.54,161,4,8.326601378,3.32e-05,0
79.75,71.75,,,,72.7,7.2,31.0,0.0,46.1,-25.6,-22.0,-18.4,1.1,22.28,151,3,0.00255895,0.003052931,0
130.25,62.75,,,,81.5,6.0,31.0,0.0,5.2,-41.1,-38.1,-35.1,0.3,3.73,152,4,17.55842703,0.000254065,0
53.25,36.75,,,,55.0,9.4,7.38,1.1,24.6,4.1,8.8,13.5,7.9,7.8,146,2,1839.196236,0.005872151,0
109.25,22.75,,,,82.2,4.3,2.04,1.5,13.7,7.0,9.1,11.3,8.3,7.04,152,4,1006.537335,2347.42346,0
19.79865,41.08352,Europe,Albania,12/1/2017,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0,1
51.25,65.75,,,,77.8,7.1,31.0,0.0,35.1,-20.2,-16.6,-13.1,1.6,18.53,153,4,0.687474699,0.000235572,0
108.75,56.75,,,,69.6,9.6,31.0,0.1,6.1,-37.9,-33.1,-28.3,0.1,3.44,196,3,10.60718927,0.005235515,0
102.75,56.25,,,,68.7,10.2,31.0,0.0,9.8,-33.6,-28.5,-23.4,0.5,8.95,165,4,21.19575418,3.46e-05,0
86.75,40.25,,,,37.3,13.6,31.0,0.4,0.1,-16.9,-10.1,-3.3,2.2,0.15,178,8,1.243941801,0.0,0
56.75,37.25,,,,52.9,9.8,26.77,1.5,24.2,-5.5,-0.6,4.3,2.1,5.62,195,5,114.150456,0.0,0
45.75,68.25,,,,90.5,8.1,31.0,0.0,29.6,-22.2,-18.1,-14.1,1.4,17.81,152,3,0.175427983,0.000609336,0
110.75,36.25,,,,35.8,10.4,30.84,1.2,1.1,-12.4,-7.2,-2.0,0.1,2.27,156,3,845.5117704,0.0,0
87.25,53.75,,,,57.3,9.8,31.0,0.0,6.0,-28.7,-23.8,-18.9,0.9,7.3,156,4,393.9119738,0.53042698,0
75.51794,54.84852,Europe,Russian Federation,14/08/2019,36.9,8.6,31.0,0.0,5.8,-27.3,-23.0,-18.7,1.0,3.3,151,9,185.7729687,0.001074965,1
113.25,57.25,,,,72.7,8.7,31.0,0.1,3.9,-37.1,-32.7,-28.4,0.1,3.04,189,4,6.325036493,0.002089312,0
35.498106,32.923398,Asia,Israel,2/2/2013,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,1
125.25,63.75,,,,64.6,5.8,31.0,0.0,11.3,-37.3,-34.4,-31.5,0.3,5.7,153,9,9.971808911,7.91e-05,0
81.25,33.25,,,,51.1,15.5,31.0,0.9,0.6,-24.1,-16.3,-8.6,0.0,3.9,184,3,32.59430011,0.0,0
39.75,21.25,,,,51.4,9.3,0.0,4.2,13.3,18.7,23.3,28.0,15.7,2.88,160,9,11.25514504,0.0,0
110.25,37.75,,,,32.1,12.6,31.0,0.8,1.5,-15.3,-9.0,-2.7,1.3,1.9,182,3,253.1941834,0.0,0
94.25,33.25,,,,38.7,15.4,31.0,0.8,1.4,-25.0,-17.3,-9.6,0.2,1.12,192,3,177.0474716,0.0,0
102.75,22.25,,,,64.1,6.5,0.0,2.0,40.7,11.7,14.9,18.2,12.1,14.75,150,5,75.81721971,93.54903997,0
20.060118,41.038619,Europe,Albania,31/07/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0.0,1
92.25,51.25,,,,44.8,13.1,31.0,0.1,15.1,-41.2,-34.6,-28.1,0.0,5.56,194,4,50.19700214,0.000397526,0
116.25,62.75,,,,71.4,7.9,31.0,0.0,13.9,-34.0,-30.0,-26.1,0.4,6.3,162,4,2.722795749,0.000108886,0
100.75,38.75,,,,32.7,13.7,31.0,0.8,1.3,-19.7,-12.8,-6.0,0.1,1.1,197,4,443.3562635,0.0,0
109.25,62.75,,,,75.8,8.3,31.0,0.0,8.1,-35.6,-31.4,-27.3,0.2,7.48,168,4,3.138234425,0.000246464,0
66.75,55.75,,,,46.6,8.0,31.0,0.0,4.8,-24.1,-20.1,-16.1,1.3,1.38,151,3,96.65433801,0.000895771,0
14.0,-18.19,Africa,Namibia,4/9/2017,67.5,8.9,0.0,3.8,74.0,14.5,18.9,23.4,13.5,8.0,192,3,353.3403055,0.0,1
68.75,45.75,,,,54.3,9.7,31.0,0.2,9.5,-16.2,-11.3,-6.5,2.4,7.3,161,9,216.46778,0.003308536,0
114.25,58.25,,,,81.0,7.4,31.0,0.1,7.2,-36.5,-32.8,-29.1,0.1,3.91,166,4,6.406690027,0.000395411,0
124.25,68.25,,,,62.9,5.6,31.0,0.0,18.9,-38.5,-35.7,-32.9,0.3,11.01,150,4,1.583152438,0.000473616,0
95.25,62.25,,,,75.0,7.4,31.0,0.1,19.3,-35.4,-31.7,-28.0,0.0,6.93,167,4,9.016485657,0.000300133,0
23.9964,41.1092,Europe,Greece,20/06/2016,77.4,6.6,23.09,0.8,34.5,-2.1,1.2,4.5,4.7,7.07,186,4,610.0823843,0.0,1
45.25,35.75,,,,55.8,9.6,20.27,0.9,49.1,-0.9,3.9,8.7,6.1,9.45,153,3,849.7733675,5.822587206,0
32.25,54.75,,,,88.2,4.6,29.43,0.0,55.4,-8.9,-6.6,-4.3,3.7,19.67,155,3,160.6387406,0.000155475,0
106.75,73.75,,,,55.3,6.1,31.0,0.0,27.2,-34.7,-31.6,-28.6,0.4,15.06,146,3,6.579669299,0.001433424,0
92.75,58.25,,,,72.2,8.2,31.0,0.0,13.2,-29.0,-24.9,-20.8,0.8,9.06,151,4,26.85064119,4.47e-05,0
23.25,39.25,,,,66.5,7.4,12.33,0.8,100.6,2.1,5.8,9.5,7.6,12.13,158,4,435.360523,0.0,0
86.25,61.75,,,,78.0,7.7,31.0,0.0,21.1,-27.8,-23.9,-20.1,0.8,15.68,152,4,6.912286402,8.52e-05,0
17.25,-24.75,,,,37.6,15.1,0.0,6.6,41.0,19.5,27.0,34.6,12.0,6.9,175,3,56.77699015,0.0,0
26.0678,40.8236,Europe,Greece,26/09/2015,71.0,6.8,14.99,0.8,46.5,1.1,4.5,7.9,6.8,10.88,169,2,1442.228396,0.00013366,1
55.25,51.25,,,,58.2,8.1,31.0,0.3,14.6,-18.7,-14.6,-10.6,1.5,7.99,155,2,238.1004377,0.001229502,0
85.75,34.75,,,,45.3,15.4,31.0,0.7,12.0,-27.3,-19.6,-11.9,0.1,3.3,211,3,51.99991468,0.0,0
111.75,75.25,,,,62.0,6.4,31.0,0.0,11.3,-40.5,-37.3,-34.1,0.3,10.62,151,3,0.0,0.000705707,0
16.25,-26.25,,,,32.7,12.5,0.0,6.2,21.0,16.3,22.5,28.8,12.2,3.8,182,9,0.0,0.0,0
29.25,38.25,,,,66.1,8.4,15.79,1.0,73.4,0.8,5.0,9.2,6.1,9.31,167,8,866.0325912,0.0,0
93.25,54.25,,,,58.7,10.8,31.0,0.1,9.9,-31.9,-26.5,-21.1,0.5,7.08,162,4,50.00648677,4.09e-05,0
164.75,64.75,,,,66.2,9.1,31.0,0.1,13.9,-31.7,-27.1,-22.6,0.4,11.27,159,3,7.331802345,0.001401057,0
42.387,45.3652,Europe,Russian Federation,4/8/2016,77.7,7.6,27.59,0.4,25.3,-6.4,-2.6,1.2,4.6,11.76,158,2,334.7924411,0.000231065,1
75.25,52.75,,,,37.5,9.2,31.0,0.1,5.9,-26.5,-21.9,-17.3,0.9,2.39,153,2,166.5685629,0.002863435,0
36.25,56.25,,,,86.9,5.3,30.45,0.1,49.1,-11.0,-8.3,-5.7,3.0,18.08,160,4,0.0,2.02e-05,0
58.75,58.25,,,,70.2,6.7,31.0,0.0,30.8,-19.3,-15.9,-12.6,1.7,11.11,165,4,88.65371131,1.86e-05,0
97.25,53.75,,,,47.2,12.4,31.0,0.1,5.2,-40.3,-34.1,-27.9,0.0,6.72,127,4,31.9999442,0.000474998,0
80.25,46.25,,,,45.1,11.7,31.0,0.2,14.6,-21.9,-16.0,-10.2,1.5,4.0,170,9,186.3871533,0.001769432,0
84.75,41.75,,,,41.6,10.6,31.0,0.4,1.2,-16.0,-10.7,-5.4,1.8,2.11,177,3,146.0947461,0.0,0
137.75,70.75,,,,53.7,6.4,31.0,0.0,12.2,-45.5,-42.3,-39.1,0.2,8.41,148,9,0.0,0.001093626,0
109.75,33.25,,,,60.5,8.1,28.01,1.3,1.3,-6.9,-2.8,1.3,0.9,2.74,152,3,1241.384738,0.0,0
95.25,57.75,,,,66.1,7.9,31.0,0.0,10.1,-29.4,-25.4,-21.5,0.9,8.32,152,4,18.54046961,0.000202344,0
20.553154,41.998248,Europe,Albania,30/09/2016,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0,1
94.25,29.25,,,,35.2,15.3,30.49,1.5,0.8,-11.1,-3.4,4.3,1.2,0.83,84,4,169.5416543,0.0,0
142.75,61.25,,,,52.8,7.6,31.0,0.0,7.4,-38.4,-34.6,-30.8,0.3,3.93,193,3,0.039716124,0.001415038,0
77.25,23.25,,,,8.9,15.1,0.15,2.9,0.9,9.2,16.7,24.3,9.4,0.08,171,2,4296.081378,4550.325576,0
54.75,33.25,,,,48.3,12.8,22.01,1.4,10.8,-1.6,4.8,11.2,4.0,5.51,177,9,86.10476952,0.0,0
45.75,45.25,,,,80.9,6.0,26.48,0.3,13.9,-5.2,-2.2,0.8,4.8,9.58,143,3,575.6523065,6.39157433,0
44.25,34.75,,,,48.0,10.1,3.39,1.4,48.6,6.1,11.1,16.2,9.1,8.72,155,9,563.8892531,0.608600863,0
119.75,27.75,,,,68.4,5.1,18.45,1.5,25.8,-0.2,2.4,5.0,3.8,10.59,143,4,7.561848515,67.81505977,0
40.75,47.25,,,,80.5,5.8,28.01,0.3,34.6,-6.9,-4.0,-1.1,4.2,14.06,145,2,353.7204434,0.004481565,0
108.75,58.75,,,,74.7,9.1,31.0,0.0,8.7,-37.1,-32.5,-28.0,0.4,5.49,171,4,6.44795125,1.32e-05,0
39.25,46.25,,,,80.3,5.7,25.88,0.4,47.7,-4.6,-1.7,1.2,4.7,14.59,148,2,366.491723,0.004396724,0
112.75,26.25,,,,81.1,3.8,16.33,1.2,55.6,0.6,2.5,4.4,4.8,14.27,173,2,186.3427404,402.9943289,0
116.25,63.75,,,,73.6,7.9,31.0,0.0,12.5,-34.4,-30.4,-26.5,0.4,7.74,156,4,3.311379542,0.000190897,0
117.25,69.25,,,,72.6,6.9,31.0,0.0,14.6,-37.4,-33.9,-30.5,0.3,8.55,156,4,0.819747628,0.000163622,0
36.75,62.25,,,,91.4,6.8,31.0,0.0,59.9,-15.3,-11.9,-8.5,2.4,17.51,152,11,0.0,0.0,0
77.75,31.75,,,,58.2,10.5,30.8,1.4,13.6,-12.2,-6.9,-1.7,0.0,1.8,232,10,0.0,0.0,0
81.25,51.25,,,,63.7,9.4,31.0,0.0,7.5,-26.5,-21.8,-17.1,1.1,6.98,165,2,359.1927369,0.00308659,0
87.75,41.75,,,,33.2,12.3,31.0,0.6,0.8,-19.4,-13.2,-7.1,0.7,0.51,194,9,11.73938907,0.0,0
167.75,54.75,,,,75.6,6.6,28.98,0.0,65.3,-8.2,-4.9,-1.6,4.4,20.61,140,5,0.0,0.0,0
50.75,56.25,,,,66.2,6.0,31.0,0.1,50.6,-16.5,-13.5,-10.5,2.0,23.02,162,2,1073.101349,0.009590277,0
52.25,22.75,,,,42.7,8.0,0.0,3.5,1.6,16.6,20.6,24.6,15.6,1.53,151,9,3.795597074,0.0,0
105.75,62.25,,,,74.1,8.7,31.0,0.0,10.0,-36.6,-32.2,-27.9,0.4,6.84,168,4,9.761207229,0.000136617,0
116.25,73.25,,,,67.1,6.0,31.0,0.0,20.7,-40.2,-37.2,-34.2,0.3,13.54,149,3,1.785171047,0.002148512,0
46.98,43.727,Europe,Russian Federation,20/06/2016,79.6,5.4,23.33,0.5,18.3,-2.3,0.4,3.1,5.5,11.64,144,3,724.5440617,0.185590895,1
126.75,65.75,,,,66.6,6.3,31.0,0.0,11.3,-42.1,-38.9,-35.8,0.2,5.49,182,5,1.266523964,0.000392248,0
84.75,63.25,,,,85.3,6.8,31.0,0.0,21.8,-27.3,-23.9,-20.5,1.0,16.82,155,4,0.0,0.0,0
36.797888,38.158904,Asia,Turkey,22/07/2014,70.9,8.3,28.25,0.7,80.0,-7.2,-3.0,1.2,3.5,12.69,132,3,715.9735808,1.17e-07,1
52.9518,51.6894,Europe,Russian Federation,13/07/2017,60.2,7.9,31.0,0.2,22.8,-17.1,-13.1,-9.2,1.8,11.32,147,2,304.5066412,0.002747517,1
33.75,45.25,,,,75.0,6.4,23.91,0.4,41.5,-2.8,0.4,3.6,5.7,14.41,149,2,428.3091283,0.0,0
85.25,27.25,,,,28.6,13.4,1.21,1.7,3.3,7.7,14.4,21.1,11.5,0.72,150,4,4336.676122,3844.590389,0
96.75,30.25,,,,41.8,14.3,31.0,1.2,1.4,-16.5,-9.3,-2.2,0.1,1.18,225,4,300.8782297,0.0,0
46.75,21.25,,,,40.0,10.9,0.0,3.6,4.0,14.0,19.4,24.9,12.9,2.3,170,9,14.24629987,0.0,0
128.75,45.25,,,,33.6,11.4,31.0,0.1,2.1,-26.9,-21.2,-15.5,1.0,1.95,152,2,1419.382133,0.0,0
74.533353,55.081623,Europe,Russian Federation,12/9/2019,47.0,8.4,31.0,0.1,5.1,-26.4,-22.2,-18.0,0.9,2.59,154,2,229.9346524,0.001855764,1
65.25,57.25,,,,48.3,7.7,31.0,0.1,8.7,-21.8,-17.9,-14.1,1.3,5.63,151,6,202.6520071,0.002428115,0
41.25,61.25,,,,90.1,6.9,31.0,0.0,50.0,-16.8,-13.3,-9.9,2.2,18.77,154,4,9.642290151,1.23e-05,0
78.75,14.75,,,,18.9,12.0,0.0,4.1,0.4,18.8,24.8,30.8,18.3,0.0,158,2,3278.656104,0.0,0
124.75,61.25,,,,67.0,6.2,31.0,0.0,12.6,-36.8,-33.7,-30.6,0.4,8.67,171,4,0.0,0.0,0
81.25,32.25,,,,50.7,15.5,31.0,0.9,3.1,-23.4,-15.6,-7.9,0.0,0.45,207,3,54.45060765,0.0,0
106.75,27.25,,,,83.2,3.2,16.86,1.0,23.6,0.4,2.0,3.6,5.1,17.85,170,3,1715.688861,1701.000071,0
89.75,37.75,,,,36.8,14.8,31.0,0.7,0.4,-26.3,-18.9,-11.5,0.0,0.6,221,3,3.087016866,0.0,0
61.25,26.25,,,,35.3,12.0,0.02,2.5,3.5,9.7,15.7,21.7,9.7,1.41,159,2,62.59212873,0.0,0
21.808548,42.427258,Europe,Serbia,17/06/2016,82.8,6.5,25.15,0.6,29.1,-3.9,-0.6,2.7,4.6,8.24,174,2,620.4410395,0.374475001,1
46.75,54.25,,,,73.3,5.9,31.0,0.1,54.5,-14.3,-11.3,-8.4,2.3,20.32,167,2,205.2052521,7.99e-05,0
109.25,50.25,,,,28.9,11.3,31.0,0.1,1.1,-33.0,-27.3,-21.7,0.3,0.92,197,4,44.31441793,3.95e-05,0
92.75,64.25,,,,77.9,6.7,31.0,0.0,25.0,-33.2,-29.8,-26.5,0.4,17.83,169,4,7.36894999,0.000119811,0
101.25,55.25,,,,62.3,10.6,31.0,0.0,9.4,-31.8,-26.5,-21.2,0.7,8.24,171,4,36.95680026,6.85e-05,0
33.75,37.25,,,,72.0,7.4,24.26,0.9,58.7,-3.1,0.6,4.3,4.5,10.07,197,3,123.666042,0.0,0
