x,y,region,country,reportingDate,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da,lumpy
94.25,36.25,,,,37.0,14.2,31.0,0.9,0.7,-22.5,-15.4,-8.3,0.0,1.01,220,3,40.58389473,0.0,0
29.25,26.25,,,,27.1,16.3,6.06,2.9,0.3,4.7,12.8,21.0,7.7,0.0,157,9,18.81076514,0.0,0
108.75,33.75,,,,58.8,7.0,28.48,1.2,1.3,-7.5,-4.0,-0.5,0.7,2.98,193,4,146.4106789,0.0,0
55.75,53.75,,,,67.0,8.2,31.0,0.2,17.2,-19.5,-15.4,-11.3,1.5,10.94,157,3,614.0826395,0.001628898,0
42.75,52.25,,,,78.8,6.0,30.86,0.2,49.4,-12.5,-9.5,-6.5,2.6,16.5,160,2,175.2599527,0.000774542,0
68.25,51.75,,,,37.8,8.6,31.0,0.1,3.4,-24.9,-20.6,-16.3,1.1,1.02,159,2,206.2765974,0.00373392,0
178.25,62.75,,,,51.3,8.2,31.0,0.0,34.7,-20.7,-16.6,-12.5,2.1,11.46,167,3,0.0,0.003408611,0
57.75,32.75,,,,44.0,13.5,10.78,1.6,13.9,2.7,9.4,16.2,7.3,5.84,180,9,22.08509281,0.0,0
109.25,41.25,,,,25.6,12.1,31.0,0.5,0.6,-22.1,-16.0,-10.0,0.6,0.86,183,3,3.230508046,0.0,0
71.75,64.25,,,,78.8,6.0,31.0,0.0,23.7,-24.0,-21.0,-18.0,1.1,16.04,153,4,0.001283426,5.15e-05,0
88.75,36.25,,,,39.6,15.0,31.0,0.7,3.2,-27.9,-20.4,-12.9,0.1,2.4,215,3,29.48448744,0.0,0
111.25,55.25,,,,51.3,11.0,31.0,0.1,2.4,-38.5,-33.0,-27.5,0.0,2.42,162,4,0.0,0.000591276,0
44.75,27.75,,,,37.8,12.0,1.11,3.1,8.0,7.8,13.8,19.8,7.5,3.8,171,9,0.0,0.0,0
107.25,39.75,,,,29.3,12.1,31.0,0.7,0.4,-20.7,-14.6,-8.6,0.0,0.79,185,3,0.402312934,0.0,0
19.756191,43.036942,Europe,Montenegro,5/8/2016,79.9,6.1,25.57,0.7,51.7,-4.3,-1.2,1.9,4.1,8.89,186,4,363.4449205,0.0,1
64.25,51.75,,,,33.8,8.7,31.0,0.1,6.3,-23.6,-19.2,-14.9,1.2,4.85,159,3,107.4652268,0.002341504,0
22.415215,42.60432,Europe,Serbia,24/06/2016,83.9,6.2,26.19,0.7,28.7,-4.9,-1.8,1.3,4.1,8.41,198,4,156.8329071,0.0,1
23.83967,41.68827,Europe,Bulgaria,7/6/2016,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07,1
81.25,36.25,,,,52.9,13.4,31.0,0.9,0.3,-17.9,-11.2,-4.5,0.0,0.15,209,9,42.49203517,0.0,0
22.332438,42.327522,Europe,Serbia,28/07/2016,80.4,6.6,25.78,0.7,28.2,-4.5,-1.2,2.1,4.1,8.19,135,4,562.0941322,0.883214041,1
91.75,68.75,,,,76.0,6.9,31.0,0.1,24.7,-32.6,-29.1,-25.7,0.3,19.44,115,11,0.0,0.0,0
118.25,71.75,,,,68.5,6.0,31.0,0.0,21.5,-39.3,-36.3,-33.3,0.3,14.67,150,3,1.721218717,0.001393186,0
98.75,21.75,,,,27.2,14.1,0.45,2.3,24.2,8.6,15.6,22.7,12.7,12.94,204,4,86.91630936,94.30968189,0
53.75,66.25,,,,78.1,7.2,31.0,0.0,33.9,-20.4,-16.8,-13.2,1.5,18.73,158,4,0.479076356,5.25e-05,0
144.75,71.75,,,,62.2,7.6,31.0,0.0,17.2,-40.3,-36.5,-32.7,0.2,13.19,145,3,2.179988913,0.01640139,0
85.25,21.75,,,,34.5,14.0,0.0,2.6,1.6,11.1,18.1,25.1,15.2,0.15,161,3,10378.99917,305.0394369,0
92.25,26.25,,,,39.9,13.0,0.0,1.9,10.6,10.9,17.4,23.9,14.9,0.83,155,2,20088.7187,1307.029487,0
125.25,72.75,,,,61.3,5.7,31.0,0.0,17.6,-43.4,-40.5,-37.7,0.2,13.96,147,3,1.486259581,0.02306755,0
37.25,63.75,,,,90.0,6.8,31.0,0.0,49.0,-15.2,-11.8,-8.4,2.4,16.03,150,4,4.674367592,0.000270627,0
53.75,26.75,,,,45.6,8.3,0.0,2.9,65.8,14.2,18.3,22.5,13.4,7.81,148,9,110.7643596,0.0,0
132.75,66.75,,,,55.9,6.4,31.0,0.0,2.6,-46.3,-43.1,-39.9,0.1,1.88,163,4,4.178204716,0.000203856,0
51.25,32.75,,,,44.7,11.4,26.39,1.2,28.1,-5.1,0.6,6.3,2.4,8.07,166,5,438.8201916,0.0,0
46.75,57.25,,,,72.8,5.7,31.0,0.0,50.0,-15.0,-12.1,-9.3,2.4,23.13,155,4,106.0650531,1.96e-05,0
89.75,70.25,,,,75.2,7.7,31.0,0.0,24.4,-30.8,-26.9,-23.1,0.6,20.44,175,3,8.96482985,0.000474453,0
114.75,59.25,,,,76.6,8.1,31.0,0.1,8.1,-38.2,-34.1,-30.1,0.1,4.88,160,4,6.447640927,0.005005176,0
88.25,25.25,,,,34.8,13.5,0.0,2.2,9.6,11.3,18.0,24.8,14.6,0.86,149,2,9736.725467,1361.836677,0
113.75,32.75,,,,58.0,8.3,25.99,1.4,1.8,-4.7,-0.5,3.7,2.4,2.15,159,2,2868.473371,216.8169401,0
121.25,57.75,,,,73.1,9.5,31.0,0.1,7.2,-36.8,-32.0,-27.3,0.2,6.84,176,3,4.294294724,0.000254694,0
24.7917,40.8628,Europe,Greece,4/10/2015,71.0,6.4,11.55,0.9,50.4,2.4,5.6,8.8,6.8,8.4,135,4,138.4714373,7.18e-06,1
80.25,9.25,,,,44.9,5.5,0.0,4.1,94.5,23.8,26.5,29.3,26.7,6.39,151,4,1995.561224,313.3549037,0
118.25,43.25,,,,27.0,9.6,31.0,0.7,0.3,-22.0,-17.2,-12.4,0.2,0.4,176,3,486.3760262,0.0,0
34.25,45.25,,,,76.1,6.0,23.68,0.4,40.1,-2.6,0.4,3.4,5.7,14.62,156,2,321.6974479,0.0,0
20.25,-20.25,,,,62.5,12.6,0.0,4.2,138.8,18.9,25.2,31.5,21.1,15.19,182,3,269.7064789,0.0,0
129.75,56.75,,,,59.6,8.8,31.0,0.0,8.9,-38.7,-34.3,-29.9,0.3,7.46,172,6,6.374644653,0.00056544,0
111.75,38.75,,,,22.7,10.5,31.0,0.8,1.6,-19.1,-13.8,-8.6,0.0,3.19,213,4,962.8756243,0.0,0
125.75,46.75,,,,28.1,10.2,31.0,0.1,1.2,-26.4,-21.3,-16.2,1.1,0.88,156,2,68.31995478,0.0,0
107.25,60.25,,,,75.2,9.2,31.0,0.0,8.7,-36.6,-32.0,-27.4,0.3,4.5,170,4,5.16216499,2.43e-05,0
16.75,-13.25,,,,82.5,11.3,0.0,3.2,211.0,14.7,20.3,26.0,15.6,15.2,192,4,42.51936016,0.0,0
84.75,43.25,,,,41.3,12.2,31.0,0.3,4.6,-32.0,-25.9,-19.8,0.0,2.52,195,3,58.38516583,0.0,0
49.75,54.75,,,,68.9,6.1,31.0,0.1,50.7,-15.8,-12.7,-9.7,2.1,22.09,158,3,562.3997109,0.001021319,0
79.75,33.25,,,,53.9,14.5,31.0,0.9,0.3,-22.0,-14.7,-7.5,0.0,3.84,199,3,59.56922412,0.0,0
99.25,22.25,,,,29.7,14.7,2.04,2.2,34.2,7.0,14.3,21.7,11.9,16.85,157,3,92.54242477,904.4631585,0
53.75,48.75,,,,59.1,8.5,31.0,0.3,12.7,-15.4,-11.1,-6.9,2.1,4.29,148,8,58.65333336,0.033031026,0
128.25,57.75,,,,73.2,8.0,31.0,0.0,12.1,-37.1,-33.1,-29.1,0.2,8.11,180,5,3.38609941,0.000665691,0
113.25,44.25,,,,27.0,10.9,31.0,0.2,0.9,-26.9,-21.4,-16.0,0.8,0.91,177,3,97.70606456,0.0,0
86.75,59.75,,,,69.6,7.4,31.0,0.0,17.7,-27.3,-23.6,-19.9,0.9,12.62,154,4,3.965966582,0.00026728,0
98.75,68.75,,,,61.5,7.9,31.0,0.0,13.7,-38.5,-34.5,-30.6,0.3,13.47,194,3,8.283006259,0.001697033,0
74.75,16.25,,,,14.7,14.7,0.0,4.0,0.0,16.0,23.3,30.7,14.7,0.0,171,2,4078.163841,6004.719845,0
110.75,70.25,,,,67.6,6.8,31.0,0.0,18.5,-36.8,-33.4,-30.0,0.3,10.46,166,3,1.470593334,0.001076812,0
95.75,80.25,,,,58.8,7.5,31.0,0.0,6.8,-38.7,-34.9,-31.2,0.4,8.09,142,10,6.983952423,0.000114764,0
51.25,61.75,,,,73.4,6.4,31.0,0.0,40.4,-17.6,-14.4,-11.2,2.0,16.33,156,4,6.922733263,6.58e-05,0
34.25,39.75,,,,73.1,6.6,22.73,0.7,52.2,-1.9,1.4,4.7,5.0,14.1,182,2,1055.333812,0.031439244,0
108.75,51.25,,,,38.6,10.4,31.0,0.1,2.5,-33.0,-27.8,-22.6,0.4,2.76,188,4,129.5180561,0.00022937,0
53.25,62.25,,,,74.8,6.3,31.0,0.0,48.2,-18.2,-15.0,-11.9,1.8,17.97,159,4,3.031817646,0.000287041,0
104.25,58.75,,,,70.5,10.2,31.0,0.0,10.4,-37.5,-32.4,-27.3,0.3,7.2,177,4,17.56155912,4.33e-05,0
61.75,76.25,,,,77.5,8.0,31.0,0.0,18.4,-29.0,-25.0,-21.0,0.9,17.64,155,9,0.0,0.0,0
163.25,69.25,,,,71.8,9.0,31.0,0.0,5.8,-34.4,-29.9,-25.4,0.6,8.75,167,3,0.0,0.000224419,0
78.25,13.75,,,,21.1,12.5,0.0,4.1,0.3,16.1,22.3,28.6,16.2,0.0,169,2,4677.313558,219.5030563,0
97.25,79.75,,,,57.5,7.5,31.0,0.0,7.9,-38.3,-34.5,-30.8,0.4,9.29,149,9,8.513693353,0.000194166,0
43.75,46.75,,,,79.7,5.8,28.17,0.4,16.7,-7.1,-4.2,-1.3,4.0,12.03,158,3,312.0910688,0.000210871,0
115.75,29.75,,,,68.7,5.9,22.01,1.4,32.8,-1.6,1.4,4.4,3.9,9.31,148,2,386.1861317,589.1182002,0
39.25,46.75,,,,80.2,5.5,26.68,0.4,45.9,-5.4,-2.6,0.2,4.4,14.88,147,2,427.5136665,0.000128052,0
120.75,56.25,,,,62.9,11.8,31.0,0.1,2.1,-38.3,-32.4,-26.5,0.2,0.81,155,4,3.39106727,0.000401652,0
77.25,65.25,,,,93.9,7.1,31.0,0.0,25.2,-25.4,-21.8,-18.3,1.1,19.49,146,6,0.005291004,0.001652275,0
23.75,38.25,,,,66.9,6.9,6.71,1.0,84.6,4.4,7.8,11.3,8.1,11.62,184,4,58.60660644,1.74e-05,0
179.25,71.25,,,,68.1,8.1,31.0,0.0,20.4,-28.1,-24.0,-20.0,1.0,11.86,174,9,0.0,0.0,0
51.75,50.75,,,,60.1,8.3,31.0,0.2,18.4,-16.3,-12.1,-8.0,2.1,7.86,147,8,165.5010605,0.009730982,0
67.25,47.75,,,,45.4,8.7,31.0,0.2,6.4,-21.0,-16.6,-12.3,1.4,3.84,165,8,53.29714375,0.004344637,0
74.25,56.25,,,,51.0,8.2,31.0,0.0,4.7,-26.0,-21.9,-17.8,1.0,3.78,151,3,155.3341103,0.000779391,0
104.25,62.75,,,,73.8,8.8,31.0,0.0,11.0,-38.2,-33.8,-29.4,0.2,8.57,170,4,8.509708052,0.000206076,0
-12.75,10.25,,,,38.6,13.2,0.0,4.7,0.0,19.5,26.1,32.7,17.5,0.0,149,2,4280.057589,0.0,0
75.75,67.75,,,,88.7,7.0,31.0,0.0,27.9,-25.3,-21.8,-18.3,1.1,20.42,146,3,0.001895864,0.004955689,0
26.14,40.89,Europe,Greece,14/09/2015,71.0,6.8,14.99,0.8,46.5,1.1,4.5,7.9,6.8,10.88,169,2,1442.228396,0.00013366,1
19.75,-21.75,,,,60.0,13.9,0.0,4.7,92.7,18.4,25.3,32.3,18.4,12.64,183,3,317.2410151,0.0,0
92.25,58.25,,,,72.3,8.4,31.0,0.0,12.1,-29.3,-25.1,-20.9,0.8,5.68,159,2,88.17749558,0.000676963,0
51.75,65.75,,,,78.0,6.8,31.0,0.0,34.5,-19.8,-16.4,-13.0,1.6,18.12,155,4,0.564879686,0.000339068,0
76.75,12.75,,,,23.1,12.6,0.0,4.2,0.0,16.3,22.6,28.9,17.0,0.0,169,2,5980.735512,4078.124929,0
45.75,65.25,,,,85.5,7.8,31.0,0.0,41.4,-20.0,-16.1,-12.2,1.7,24.48,147,4,1.324069666,0.001049179,0
87.75,52.75,,,,55.3,10.9,31.0,0.1,5.0,-31.8,-26.3,-20.9,0.5,6.32,167,4,156.9731643,0.000401961,0
104.75,57.75,,,,68.5,10.1,31.0,0.0,8.9,-36.7,-31.6,-26.6,0.3,7.57,167,4,8.980158786,1.62e-05,0
35.345412,32.430414,Asia,West Bank,30/04/2013,54.0,8.3,0.74,1.7,102.9,8.2,12.3,16.5,10.4,14.83,191,3,523.3880539,0.0,1
46.75,19.75,,,,44.4,10.6,0.0,3.6,4.0,14.8,20.1,25.4,14.0,1.8,171,9,15.1309041,0.0,0
125.75,72.75,,,,61.3,5.6,31.0,0.0,19.2,-43.5,-40.7,-37.9,0.2,15.24,145,3,0.0,0.0,0
117.25,60.75,,,,69.7,7.9,31.0,0.0,12.9,-34.9,-30.9,-27.0,0.5,8.84,166,4,2.577830592,0.000144564,0
70.75,55.25,,,,46.8,8.4,31.0,0.0,4.2,-25.4,-21.2,-17.0,1.2,3.44,156,2,103.3504716,0.000970704,0
75.25,60.75,,,,68.6,7.3,31.0,0.0,16.3,-26.1,-22.4,-18.8,1.0,6.89,151,4,0.108689109,8.07e-05,0
42.75,31.75,,,,37.5,12.1,5.43,2.1,13.2,5.0,11.0,17.1,8.5,4.64,160,9,39.49263222,0.000286235,0
166.25,62.75,,,,62.7,8.1,31.0,0.0,25.8,-24.1,-20.0,-16.0,1.2,10.56,151,4,8.1761395,0.000601821,0
102.25,41.75,,,,26.0,12.9,31.0,0.1,0.6,-22.9,-16.4,-10.0,2.1,0.46,182,9,5.170220698,0.0,0
62.25,49.25,,,,49.7,8.9,31.0,0.2,8.2,-22.2,-17.7,-13.3,1.3,7.63,153,8,54.94685982,0.007895848,0
72.75,27.25,,,,22.0,17.2,4.45,2.5,0.0,5.5,14.1,22.7,6.5,0.0,162,9,1330.569193,431.2610837,0
97.75,64.75,,,,72.3,6.4,31.0,0.0,15.2,-38.7,-35.5,-32.3,0.1,10.4,181,3,7.441964629,0.000265114,0
20.400568,41.978723,Europe,Albania,26/11/2016,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0,1
75.25,25.25,,,,24.5,15.0,0.66,2.8,0.0,8.3,15.8,23.3,7.1,0.0,170,2,3858.344927,1968.073374,0
45.25,55.75,,,,75.3,5.5,31.0,0.1,53.1,-13.8,-11.0,-8.3,2.5,21.82,149,2,261.7841582,0.000369973,0
29.25,22.75,,,,23.1,16.5,1.31,3.6,0.0,7.6,15.8,24.1,7.5,0.0,159,9,21.20695613,0.100027016,0
101.75,37.75,,,,34.5,13.1,31.0,0.7,1.6,-23.4,-16.8,-10.3,0.0,1.29,223,3,1.047514956,0.0,0
50.455518,53.173852,Europe,Russian Federation,22/08/2018,71.2,6.2,31.0,0.1,44.6,-15.4,-12.3,-9.2,2.1,18.07,151,1,470.3342472,0.01592319,1
91.25,51.75,,,,47.5,13.0,31.0,0.1,14.1,-40.1,-33.6,-27.1,0.0,6.09,167,6,55.84351401,0.000983028,0
163.75,63.75,,,,66.5,8.7,31.0,0.2,14.3,-29.9,-25.5,-21.2,0.4,11.49,183,3,5.928188887,0.000905603,0
111.75,29.25,,,,74.7,5.3,20.01,1.1,27.6,-0.8,1.9,4.6,4.5,10.13,155,4,96.76191859,2112.176505,0
26.125,40.7822,Europe,Greece,26/09/2015,71.0,6.8,14.99,0.8,46.5,1.1,4.5,7.9,6.8,10.88,169,2,1442.228396,0.00013366,1
26.2,40.86,Europe,Greece,14/09/2015,71.0,6.8,14.99,0.8,46.5,1.1,4.5,7.9,6.8,10.88,169,2,1442.228396,0.00013366,1
67.25,60.25,,,,60.4,6.9,31.0,0.0,14.1,-22.0,-18.5,-15.1,1.2,4.76,153,6,0.86793925,0.000462945,0
75.25,16.25,,,,14.9,14.5,0.0,4.1,0.0,16.7,23.9,31.2,14.2,0.0,176,2,3591.463804,3613.378845,0
97.75,54.75,,,,52.3,11.3,31.0,0.1,6.1,-33.8,-28.1,-22.5,0.4,9.23,189,4,24.25541149,2.76e-05,0
82.75,70.75,,,,76.1,7.1,31.0,0.0,40.9,-26.0,-22.4,-18.9,1.0,22.52,145,3,8.283362643,0.012185714,0
117.25,54.25,,,,44.5,12.9,31.0,0.1,0.5,-37.4,-30.9,-24.5,0.2,0.32,164,4,21.69142521,0.000225653,0
93.75,44.25,,,,29.0,12.6,31.0,0.1,1.9,-24.2,-17.9,-11.6,1.5,0.66,180,9,1.973646698,0.0,0
133.75,48.75,,,,46.6,7.9,31.0,0.0,7.0,-26.1,-22.1,-18.2,1.1,3.74,151,3,5.920113458,0.004451035,0
90.75,52.75,,,,52.4,12.4,31.0,0.1,7.3,-35.0,-28.8,-22.6,0.1,4.94,162,4,123.379785,7.14e-05,0
88.95,24.73,Asia,Bangladesh,22/03/2020,40.5,13.4,0.0,2.2,6.4,11.7,18.4,25.1,14.9,0.67,145,2,24730.39136,800.2351969,1
117.75,48.25,,,,31.5,9.5,31.0,0.0,1.5,-29.8,-25.0,-20.3,0.8,0.94,174,3,292.7247487,0.0,0
124.75,53.25,,,,42.8,14.0,31.0,0.0,3.0,-33.3,-26.3,-19.3,0.8,3.61,159,4,12.33569782,0.000590172,0
105.25,9.75,,,,55.3,7.5,0.0,3.7,57.0,22.9,26.6,30.4,25.6,7.2,145,2,14.41892866,162.9432349,0
124.25,54.75,,,,55.8,12.4,31.0,0.1,3.8,-35.0,-28.8,-22.6,0.4,4.06,178,4,8.288488703,0.000791252,0
59.75,51.25,,,,51.0,9.2,31.0,0.2,10.9,-22.5,-17.9,-13.3,1.2,6.44,162,2,164.2107431,0.000629273,0
18.14,-21.04,Africa,Namibia,14/08/2017,60.0,13.8,0.0,4.6,92.0,17.9,24.8,31.7,15.9,14.0,192,3,325.0451996,0.0,1
13.75,-19.75,,,,62.5,7.0,0.0,3.9,36.0,15.8,19.3,22.8,14.7,6.3,167,3,148.8963592,0.0,0
35.294267,32.327341,Asia,West Bank,30/04/2013,54.0,8.3,0.74,1.7,102.9,8.2,12.3,16.5,10.4,14.83,191,3,523.3880539,0.0,1
93.25,65.25,,,,78.0,6.4,31.0,0.1,23.4,-34.1,-30.9,-27.7,0.2,16.68,180,6,7.938740218,0.000175994,0
20.175737,42.371931,Europe,Albania,17/10/2016,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0,1
118.31136,24.48024,Asia,China,6-Aug-20,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03,145,2,985.6151948,9.00495026,1
102.25,23.75,,,,56.0,9.1,3.73,1.9,32.3,5.9,10.4,15.0,8.6,13.31,198,4,808.6771776,487.765587,0
117.25,46.25,,,,30.3,10.1,31.0,0.2,1.8,-29.5,-24.4,-19.4,0.6,1.3,180,3,224.8017314,0.0,0
147.25,61.75,,,,66.5,7.5,31.0,0.0,14.6,-34.3,-30.5,-26.8,0.4,10.38,185,5,0.034503524,0.00065413,0
16.25,-24.25,,,,41.3,16.9,0.0,6.5,36.0,16.7,25.1,33.6,10.0,6.8,147,3,80.78091148,0.0,0
-14.25,11.25,,,,45.5,13.1,0.0,3.8,0.0,19.1,25.6,32.2,16.3,0.0,158,3,719.8035346,0.0,0
66.75,67.75,,,,97.6,5.4,31.0,0.2,15.5,-26.5,-23.8,-21.1,0.6,15.52,169,3,0.011870886,0.00053115,0
80.08333,9.75,Asia,Sri Lanka,19-Jan-21,47.4,9.1,0.0,4.3,59.4,21.6,26.1,30.7,25.2,3.56,147,4,4622.745213,0.0,1
131.25,61.75,,,,77.4,6.2,31.0,0.0,5.9,-41.5,-38.4,-35.3,0.2,4.31,152,4,8.270358451,0.000297835,0
80.25,17.75,,,,17.4,12.4,0.0,3.6,0.6,16.8,23.0,29.2,17.0,0.0,174,4,3982.343567,2517.477213,0
74.25,55.25,,,,49.2,8.3,31.0,0.1,4.8,-26.2,-22.0,-17.9,0.9,2.53,153,3,208.652021,0.001004762,0
49.25,21.75,,,,38.3,9.1,0.0,3.6,1.0,15.7,20.2,24.8,14.3,1.0,160,9,3.471262912,0.0,0
19.25,-24.25,,,,42.0,14.6,0.0,6.0,47.0,19.6,26.9,34.2,15.8,8.2,181,3,71.04245251,0.0,0
100.75,23.25,,,,38.6,12.0,3.39,2.1,42.7,6.1,12.1,18.1,9.8,18.73,186,4,595.5631817,449.9357034,0
45.25,26.25,,,,40.2,12.0,0.45,3.2,9.0,8.6,14.6,20.6,7.3,3.7,177,9,64.17906627,0.0,0
105.25,19.75,,,,62.0,6.1,0.0,2.2,31.4,13.4,16.4,19.5,13.1,8.44,156,4,254.7563733,1340.042511,0
40.25,45.75,,,,79.7,6.6,25.68,0.5,45.8,-4.4,-1.1,2.2,4.9,13.59,149,2,470.6346496,0.004498676,0
151.75,61.25,,,,69.4,7.5,31.0,0.1,16.2,-32.9,-29.1,-25.4,0.4,15.31,172,6,0.126264599,0.000631984,0
118.75,72.75,,,,66.2,5.9,31.0,0.0,17.3,-40.6,-37.6,-34.7,0.3,11.67,151,3,1.850565112,0.002307552,0
55.75,55.75,,,,68.9,7.8,31.0,0.1,24.0,-19.1,-15.2,-11.3,1.7,11.14,159,4,518.8948652,0.000655269,0
18.25,-21.25,,,,60.0,13.8,0.0,4.6,92.0,17.9,24.8,31.7,15.9,14.0,192,3,325.0451996,0.0,0
94.25,42.25,,,,30.6,12.1,31.0,0.3,1.1,-18.6,-12.5,-6.5,1.9,1.56,180,9,1.200695017,0.0,0
35.531032,38.02209,Asia,Turkey,22/07/2014,68.6,8.0,26.87,0.7,64.3,-5.6,-1.6,2.4,4.1,11.46,188,2,1676.766326,14.88254424,1
106.25,34.75,,,,57.5,7.3,29.83,0.9,4.1,-9.6,-5.9,-2.3,0.9,3.41,181,2,2044.381391,0.0,0
97.25,20.25,,,,28.6,12.6,0.0,2.4,4.7,10.1,16.4,22.7,12.4,3.89,187,2,1632.654067,674.0723939,0
63.25,56.75,,,,62.9,7.6,31.0,0.0,8.4,-20.8,-17.0,-13.2,1.5,3.69,156,4,66.68872963,0.000183841,0
39.75,67.75,,,,94.3,7.1,31.0,0.0,50.6,-19.0,-15.4,-11.9,1.8,18.08,160,6,0.007599341,0.001016702,0
112.75,34.75,,,,47.2,10.1,27.67,1.4,0.3,-6.5,-1.4,3.7,2.2,0.93,150,1,1405.513036,0.0,0
22.7278,39.8706,Europe,Greece,14/10/2016,64.4,7.9,16.06,0.7,45.4,0.7,4.6,8.6,6.6,9.86,84,4,410.0357951,0.0,1
93.75,32.25,,,,38.2,15.1,31.0,1.0,1.5,-22.0,-14.4,-6.9,0.1,1.08,235,3,195.2976122,0.0,0
20.0089,41.6103,Europe,Albania,2/8/2016,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0,1
66.75,53.25,,,,34.9,8.5,31.0,0.0,4.3,-24.4,-20.1,-15.9,1.2,3.04,156,2,124.1190105,0.013185438,0
81.75,41.25,,,,40.7,12.7,31.0,0.5,0.8,-16.9,-10.5,-4.2,1.5,0.73,181,8,382.3755728,0.0,0
19.31,-17.81,Africa,Angola,14/08/2017,67.5,12.4,0.0,3.9,152.0,18.6,24.8,31.0,20.7,14.8,184,3,243.3585319,0.0,1
110.75,26.75,,,,85.5,3.6,17.66,1.1,54.4,0.1,1.9,3.7,4.2,14.32,171,2,2801.672178,1499.029932,0
111.25,27.25,,,,84.3,4.2,19.5,1.2,51.9,-0.6,1.5,3.6,3.8,14.98,161,2,4266.978607,1771.165942,0
36.452,37.249,Asia,Turkey,28/05/2014,65.9,6.8,5.85,1.1,140.5,4.8,8.2,11.6,6.9,13.17,145,2,1327.207178,0.241124099,1
113.75,30.75,,,,64.8,7.5,23.45,1.2,13.5,-2.4,1.4,5.2,4.0,7.76,148,2,0.033707243,1056.840564,0
20.126184,41.493603,Europe,Albania,5/8/2016,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0.0,1
113.75,34.75,,,,47.9,10.4,28.63,1.4,0.1,-7.7,-2.5,2.7,1.9,0.31,153,2,421.9501172,0.084619848,0
152.75,62.75,,,,77.8,8.0,31.0,0.0,29.7,-37.1,-33.1,-29.1,0.5,21.67,162,4,0.029289578,0.000115469,0
90.75,38.25,,,,36.6,13.9,31.0,0.9,0.0,-20.8,-13.8,-6.9,0.0,0.0,202,3,22.96299156,0.0,0
29.75,38.75,,,,70.9,8.4,21.52,0.9,62.6,-1.4,2.8,7.0,5.4,10.4,148,2,1391.881824,0.0,0
52.75,29.75,,,,40.7,13.0,19.75,1.7,70.9,-0.7,5.8,12.3,5.0,9.01,210,3,0.0,9e-09,0
143.25,66.75,,,,58.9,7.6,31.0,0.0,7.5,-45.4,-41.6,-37.8,0.1,7.65,180,9,1.854461515,0.000292002,0
98.75,54.25,,,,48.3,12.2,31.0,0.1,5.5,-35.2,-29.1,-23.0,0.2,5.87,155,4,34.69474129,0.000202798,0
110.25,19.25,,,,73.8,5.1,0.0,1.8,26.6,11.9,14.4,17.0,13.5,10.26,169,4,437.5814643,1476.133478,0
33.75,36.75,,,,70.8,6.8,23.45,1.0,108.1,-2.4,1.0,4.4,4.5,12.09,141,5,115.8026325,0.0,0
78.25,10.75,,,,36.5,9.4,0.0,4.4,8.2,21.1,25.8,30.5,23.6,0.8,158,2,3533.905552,1461.549157,0
21.75,-10.75,,,,81.3,13.0,0.0,3.3,214.0,16.7,23.2,29.7,18.6,15.0,181,4,0.380430068,0.0,0
32.75,27.25,,,,28.8,14.1,4.09,3.4,2.3,5.7,12.7,19.8,7.3,0.41,166,9,0.247043713,0.001361945,0
132.25,47.25,,,,38.7,8.5,31.0,0.1,4.7,-25.2,-20.9,-16.7,1.1,2.53,165,4,532.6900582,0.0,0
84.75,36.75,,,,48.0,15.8,31.0,0.6,10.2,-28.7,-20.8,-12.9,0.0,2.95,195,3,37.64237107,0.0,0
99.75,56.25,,,,59.7,10.8,31.0,0.0,8.2,-32.2,-26.8,-21.4,0.8,8.74,159,4,27.61610549,8.5e-05,0
98.75,36.75,,,,34.3,13.8,31.0,0.9,0.9,-23.0,-16.1,-9.2,0.0,1.13,225,3,119.9749944,0.0,0
66.25,50.75,,,,39.9,8.4,31.0,0.1,7.5,-23.8,-19.6,-15.4,1.1,5.45,164,8,109.0020155,0.002777271,0
105.25,27.75,,,,71.9,2.5,18.45,1.0,29.8,-0.2,1.1,2.4,4.8,16.85,197,2,2836.301399,1014.663807,0
120.75,61.75,,,,66.7,6.5,31.0,0.0,15.0,-34.3,-31.0,-27.8,0.4,6.52,158,4,3.613392357,9.04e-05,0
140.75,59.75,,,,51.1,6.5,31.0,0.1,14.1,-31.1,-27.8,-24.6,0.3,6.36,168,4,0.032141979,0.000242168,0
137.75,67.25,,,,52.8,6.9,31.0,0.0,2.9,-47.0,-43.5,-40.1,0.1,2.43,170,4,1.662854487,0.000202573,0
124.25,55.25,,,,60.3,11.2,31.0,0.0,3.7,-34.6,-29.0,-23.4,0.5,4.19,180,4,3.36390977,9.72e-05,0
