x,y,region,country,reportingDate,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da,lumpy
58.25,31.75,,,,42.1,14.5,9.52,1.7,13.5,3.2,10.4,17.7,8.1,5.17,172,9,40.30674831,0.0,0
102.75,76.75,,,,53.6,6.9,31.0,0.0,13.6,-35.8,-32.3,-28.9,0.4,14.76,151,9,5.902427981,0.000242981,0
59.75,74.75,,,,76.3,8.4,31.0,0.0,21.0,-28.9,-24.7,-20.5,1.1,17.68,138,10,0.040374009,0.000122998,0
113.75,26.75,,,,81.4,3.7,19.24,1.2,47.3,-0.5,1.4,3.3,3.9,13.97,182,4,834.3382623,238.8763467,0
120.75,48.75,,,,31.3,10.4,31.0,0.2,1.8,-32.2,-27.0,-21.8,0.2,1.26,183,4,75.63362049,0.0,0
59.25,62.75,,,,68.6,8.2,31.0,0.0,33.0,-23.5,-19.4,-15.3,1.2,14.44,176,4,0.0,0.0,0
99.25,33.75,,,,40.8,16.2,31.0,0.9,1.4,-22.6,-14.5,-6.4,0.0,1.18,184,3,155.0695292,0.0,0
103.75,60.25,,,,72.7,9.9,31.0,0.0,9.0,-37.7,-32.7,-27.8,0.4,5.28,167,4,13.69144292,9.13e-05,0
41.25,37.25,,,,58.2,7.5,12.33,1.3,60.5,2.1,5.8,9.6,6.2,11.61,163,8,121.579867,0.0,0
20.070284,42.311189,Europe,Albania,20/11/2016,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0,1
42.75,30.75,,,,35.3,12.2,4.45,2.4,8.0,5.5,11.6,17.7,7.7,3.4,164,9,42.70970864,0.00022384,0
84.75,26.25,,,,20.4,13.4,0.0,2.1,3.6,9.9,16.6,23.3,12.2,0.46,149,2,6284.644941,0.0,0
111.25,51.75,,,,31.6,12.3,31.0,0.1,1.4,-34.1,-27.9,-21.8,0.3,1.08,163,4,79.80319518,6.93e-05,0
96.75,79.75,,,,57.5,7.5,31.0,0.0,7.8,-38.1,-34.3,-30.6,0.4,9.26,144,11,8.83455443,5.05e-05,0
79.25,44.75,,,,40.6,13.3,31.0,0.5,7.0,-30.0,-23.3,-16.7,0.0,3.2,204,4,391.6274714,0.03014237,0
27.75,39.75,,,,73.5,7.7,13.92,0.8,76.8,1.5,5.3,9.2,7.1,12.42,171,2,2672.485117,48.8533786,0
130.75,69.75,,,,57.1,6.3,31.0,0.0,12.7,-46.4,-43.2,-40.1,0.2,8.94,155,3,1.266525857,0.0002684,0
19.75,-23.75,,,,47.8,14.3,0.0,5.5,56.0,19.1,26.2,33.4,17.2,9.3,180,3,127.592606,0.0,0
120.25,72.25,,,,64.9,5.9,31.0,0.0,17.4,-40.6,-37.6,-34.7,0.3,12.4,151,3,1.765452204,0.00140359,0
42.75,64.25,,,,87.4,7.2,31.0,0.0,48.0,-18.2,-14.6,-11.0,2.0,21.91,149,4,3.496057015,0.000808309,0
32.25,61.25,,,,92.8,6.1,30.8,0.0,62.0,-12.2,-9.1,-6.1,3.1,20.89,148,4,7.921013491,0.0,0
133.75,56.25,,,,54.3,9.1,31.0,0.0,8.6,-36.8,-32.2,-27.7,0.2,4.78,184,4,0.101693244,0.000478204,0
139.25,49.25,,,,45.5,7.6,31.0,0.3,19.8,-21.2,-17.4,-13.6,1.1,8.05,169,4,2.006582732,0.001750899,0
95.25,60.75,,,,74.5,7.5,31.0,0.1,17.9,-33.4,-29.6,-25.9,0.2,6.5,164,4,6.719699791,6.05e-05,0
30.75,64.75,,,,92.9,8.3,31.0,0.0,41.1,-16.2,-12.0,-7.9,2.4,20.06,157,4,3.978809264,0.0010617,0
132.75,43.25,,,,44.3,6.5,31.0,0.4,5.8,-18.9,-15.6,-12.4,1.2,2.87,186,4,38.99682351,6.19e-05,0
125.25,42.75,,,,18.3,12.4,31.0,0.2,1.7,-24.1,-17.9,-11.7,1.3,2.82,170,2,2684.709649,0.0,0
35.75,33.75,,,,64.7,8.6,7.15,1.4,143.8,4.2,8.5,12.8,8.2,15.76,209,9,996.465609,0.0,0
76.25,37.25,,,,50.3,10.1,31.0,0.7,8.9,-19.3,-14.2,-9.2,0.1,1.66,234,3,232.8335137,0.0,0
98.75,34.75,,,,40.7,15.6,31.0,0.9,1.4,-24.3,-16.5,-8.7,0.1,1.23,224,3,82.89365314,0.0,0
63.25,62.25,,,,68.2,7.6,31.0,0.0,22.0,-22.6,-18.8,-15.0,1.3,8.41,155,4,0.273174789,0.000129585,0
86.25,73.75,,,,71.4,7.1,31.0,0.0,34.0,-28.4,-24.8,-21.3,0.9,20.43,146,3,6.10927519,0.002980079,0
113.25,52.75,,,,34.0,12.6,31.0,0.0,1.0,-32.5,-26.2,-19.9,0.7,0.55,172,2,81.24279064,0.000811777,0
19.57075,41.14099,Europe,Albania,7/1/2017,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0,1
33.75,56.75,,,,88.7,5.4,30.49,0.0,65.1,-11.1,-8.4,-5.7,3.2,20.56,161,4,52.51232757,1.22e-05,0
20.412264,41.77026,Europe,Albania,14/09/2016,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0,1
119.25,30.75,,,,62.1,6.5,24.82,1.3,31.7,-3.6,-0.3,3.0,3.3,9.22,144,4,0.023978661,432.7688054,0
79.75,69.25,,,,81.6,7.1,31.0,0.0,37.1,-25.8,-22.2,-18.7,1.1,22.87,148,3,0.003197791,0.002346262,0
82.25,18.25,,,,22.4,13.1,0.0,3.2,0.1,14.1,20.6,27.2,16.2,0.01,180,5,5460.554834,764.8077354,0
66.75,76.75,,,,78.9,7.3,31.0,0.0,11.6,-30.0,-26.3,-22.7,0.7,11.84,165,10,0.106616791,0.000337779,0
91.75,39.75,,,,34.2,14.0,31.0,0.4,0.0,-16.1,-9.1,-2.1,2.7,0.0,192,8,0.653649049,0.0,0
86.75,68.25,,,,86.1,6.2,31.0,0.0,35.4,-27.6,-24.5,-21.4,0.9,21.67,149,3,11.10938673,0.000734894,0
136.75,70.25,,,,52.5,6.4,31.0,0.0,12.4,-46.0,-42.8,-39.6,0.1,8.16,156,3,1.577329498,0.00051312,0
130.75,68.75,,,,57.3,6.4,31.0,0.0,10.8,-46.2,-43.0,-39.8,0.2,6.38,176,3,1.386351571,0.000189304,0
49.75,59.25,,,,72.9,6.2,31.0,0.0,50.3,-16.6,-13.5,-10.4,2.2,24.41,156,4,57.47768082,9.18e-06,0
92.75,60.75,,,,74.7,7.6,31.0,0.0,20.8,-31.4,-27.6,-23.8,0.5,8.55,161,4,8.097530408,2.29e-05,0
39.25,44.75,,,,78.4,6.2,19.75,0.8,90.2,-0.7,2.4,5.5,5.7,15.73,148,4,524.2102279,0.00100175,0
125.75,41.25,,,,14.3,13.2,31.0,0.6,1.6,-25.1,-18.5,-11.9,0.5,3.12,176,4,577.9025477,0.0,0
109.75,75.75,,,,59.5,6.7,31.0,0.0,9.0,-40.8,-37.4,-34.1,0.3,9.35,167,9,5.869335741,0.000220105,0
103.75,35.75,,,,43.1,12.0,31.0,0.7,3.8,-15.1,-9.1,-3.1,0.2,3.04,197,3,275.9163948,0.0,0
118.25,69.75,,,,70.1,6.6,31.0,0.0,15.3,-38.0,-34.7,-31.4,0.3,7.9,151,3,1.192425006,0.000166121,0
176.25,62.75,,,,54.9,8.7,31.0,0.0,32.4,-23.2,-18.8,-14.5,1.7,11.71,174,9,0.0,0.00194464,0
100.75,31.25,,,,42.5,18.7,31.0,1.3,2.4,-18.1,-8.7,0.7,0.0,2.19,186,4,980.4047941,0.0,0
45.25,31.25,,,,33.8,11.7,2.45,2.3,17.8,6.7,12.5,18.4,9.1,4.85,147,6,599.9437522,205.5089807,0
179.25,62.75,,,,47.7,7.8,31.0,0.0,36.9,-19.2,-15.3,-11.4,2.1,11.7,132,11,0.0,0.01107532,0
36.25,29.75,,,,31.2,12.2,5.85,2.5,3.3,4.8,10.9,17.0,7.5,1.99,164,9,0.010814726,0.0,0
103.25,28.25,,,,49.9,7.8,21.27,1.3,22.3,-1.3,2.6,6.5,5.0,8.6,217,3,3898.86728,0.002537911,0
105.25,28.75,,,,74.9,2.5,6.06,1.0,32.0,4.7,5.9,7.2,7.6,16.21,172,4,687.2790928,1219.871156,0
145.75,64.25,,,,67.4,8.2,31.0,0.0,7.7,-44.0,-39.9,-35.8,0.3,6.31,190,3,1.929752946,0.00023693,0
115.75,57.25,,,,71.8,8.9,31.0,0.1,2.6,-37.5,-33.0,-28.6,0.1,2.08,193,3,21.98258587,0.000564666,0
113.75,29.75,,,,70.3,6.1,22.01,1.2,25.9,-1.6,1.5,4.6,4.1,8.32,150,4,100.0898982,1432.4709,0
105.25,59.75,,,,71.7,9.8,31.0,0.0,8.8,-38.2,-33.3,-28.4,0.3,5.59,164,4,5.350996166,1.28e-05,0
73.75,53.25,,,,42.3,8.6,31.0,0.0,5.2,-25.8,-21.5,-17.2,1.1,2.6,155,2,161.6616412,0.00612745,0
77.75,55.25,,,,51.4,7.9,31.0,0.0,5.6,-26.8,-22.8,-18.9,1.0,3.89,152,2,174.009118,0.00154363,0
113.25,51.25,,,,29.1,13.2,31.0,0.1,0.4,-33.5,-26.9,-20.3,0.5,0.34,166,4,101.8206461,0.000925455,0
84.75,49.75,,,,59.1,9.8,31.0,0.2,3.6,-29.7,-24.8,-19.9,0.5,5.1,151,4,180.0120543,0.002956281,0
166.25,67.25,,,,67.7,9.4,31.0,0.1,10.0,-33.0,-28.3,-23.6,0.4,10.57,135,3,0.0,0.000563542,0
83.75,32.75,,,,49.0,15.8,31.0,0.9,12.9,-22.8,-14.9,-7.0,0.2,2.81,192,3,40.05814426,0.0,0
111.75,34.25,,,,49.0,10.2,29.37,1.5,0.6,-8.8,-3.7,1.4,0.6,1.48,211,3,1344.240351,0.0,0
47.25,17.25,,,,44.5,10.1,0.0,3.5,3.0,15.4,20.4,25.5,16.6,1.3,182,9,0.021137732,0.0,0
85.75,58.75,,,,63.0,7.3,31.0,0.0,14.0,-27.2,-23.5,-19.9,1.0,13.14,151,4,6.861721761,0.000434749,0
112.75,50.25,,,,22.5,12.8,31.0,0.1,0.4,-31.9,-25.5,-19.1,0.4,0.2,148,4,133.8704605,0.017887053,0
35.38291,32.81113,Asia,Israel,7/9/2013,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,1
119.25,69.75,,,,67.7,6.5,31.0,0.0,15.3,-38.6,-35.3,-32.1,0.3,9.22,164,3,0.900958322,8.95e-05,0
24.703611,42.1025,Europe,Bulgaria,18/09/2016,82.3,7.4,24.26,0.5,32.2,-3.1,0.6,4.3,5.4,6.63,154,2,732.4961782,15.56349833,1
161.25,55.25,,,,80.4,6.4,31.0,0.0,64.5,-20.1,-16.9,-13.7,1.9,20.62,199,10,1.578879954,0.046844916,0
86.3711,20.9605,Asia,India,25/08/2019,36.7,12.4,0.0,2.9,0.0,15.1,21.3,27.5,18.2,0.0,145,2,36535.52167,207.2462842,1
85.25,61.25,,,,76.5,7.3,31.0,0.1,19.1,-26.9,-23.2,-19.6,0.8,16.24,156,4,0.016647295,9.27e-05,0
93.25,30.75,,,,37.3,15.9,31.0,1.2,0.0,-19.8,-11.8,-3.9,0.0,0.0,235,3,75.20245172,0.0,0
111.25,72.25,,,,64.9,6.1,31.0,0.0,28.5,-36.5,-33.4,-30.4,0.4,15.92,153,3,5.83887591,0.000950987,0
42.25,61.25,,,,88.4,6.9,31.0,0.0,45.2,-16.7,-13.2,-9.8,2.2,19.22,153,4,11.97158899,2.12e-05,0
45.3094,43.6499,Europe,Russian Federation,29/07/2016,80.4,6.3,25.36,0.4,19.5,-4.1,-0.9,2.3,5.3,11.6,151,3,682.5934295,0.000140194,1
66.25,61.25,,,,64.1,6.7,31.0,0.1,18.7,-21.7,-18.3,-15.0,1.2,6.12,153,4,0.534361475,3.6e-05,0
125.25,59.25,,,,87.1,6.3,31.0,0.0,18.2,-29.4,-26.2,-23.1,0.6,16.8,170,4,4.51277357,0.000175477,0
72.25,72.25,,,,83.6,6.5,31.0,0.0,14.7,-26.5,-23.2,-20.0,1.1,14.89,147,3,0.002997518,0.002083369,0
21.75,-12.75,,,,80.0,11.7,0.0,3.2,220.0,17.3,23.1,29.0,21.4,19.0,184,6,92.86471991,0.0,0
28.75,30.75,,,,37.4,10.1,0.0,2.9,12.5,10.1,15.1,20.2,10.9,3.57,150,9,1.227680357,3.9e-06,0
78.75,24.75,,,,22.5,15.2,1.42,2.5,0.5,7.5,15.1,22.7,9.6,0.02,167,2,9459.158105,7148.617363,0
67.75,49.25,,,,42.1,8.8,31.0,0.2,7.0,-24.5,-20.1,-15.7,1.0,4.9,171,8,52.6997418,0.003389366,0
131.25,67.75,,,,58.5,6.4,31.0,0.0,8.6,-46.4,-43.2,-40.0,0.2,3.38,176,3,1.755672928,0.00022785,0
20.312419,42.135139,Europe,Albania,21/12/2016,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0,1
93.25,43.25,,,,25.2,13.5,31.0,0.5,0.0,-26.6,-19.8,-13.1,0.0,0.0,157,9,8.748560017,0.0,0
91.75,34.25,,,,38.1,15.1,31.0,0.8,1.0,-25.0,-17.4,-9.9,0.2,0.97,215,3,104.9712538,0.0,0
153.25,63.75,,,,82.3,8.1,31.0,0.0,28.0,-37.3,-33.2,-29.2,0.4,22.1,154,4,0.0,0.0,0
22.276109,42.326307,Europe,North Macedonia,5/8/2016,80.4,6.6,25.78,0.7,28.2,-4.5,-1.2,2.1,4.1,8.19,135,4,562.0941322,0.883214041,1
129.75,63.25,,,,80.3,6.0,31.0,0.0,4.7,-41.1,-38.1,-35.1,0.2,3.55,155,4,16.75786236,0.0,0
98.25,22.75,,,,22.5,14.4,4.45,2.2,21.3,5.5,12.7,19.9,10.8,8.94,177,2,974.9442602,696.155966,0
49.75,30.25,,,,47.7,9.0,0.0,2.0,47.5,10.4,14.9,19.4,11.6,8.22,147,5,369.0784501,0.153543268,0
89.25,29.75,,,,37.8,16.0,31.0,1.3,1.1,-17.0,-9.0,-1.0,0.2,0.72,133,3,3540.05083,0.0,0
19.986121,41.40851,Europe,Albania,9/8/2016,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0,1
-178.75,71.25,,,,91.8,7.8,31.0,0.0,14.4,-25.6,-21.7,-17.8,1.3,10.23,156,11,0.0,0.0,0
49.75,59.75,,,,73.0,6.4,31.0,0.0,50.3,-17.0,-13.8,-10.6,2.2,23.27,157,4,16.65027653,8.25e-06,0
147.75,61.25,,,,65.6,7.4,31.0,0.1,15.3,-33.2,-29.5,-25.8,0.4,11.45,175,4,0.052380725,0.000431918,0
47.25,35.75,,,,59.7,10.6,28.91,0.8,41.7,-8.1,-2.8,2.5,3.6,10.69,197,5,213.8634768,0.0,0
16.25,-22.75,,,,48.8,15.3,0.0,5.7,54.0,17.3,24.9,32.6,11.6,9.3,183,3,234.639348,0.0,0
72.25,71.25,,,,85.8,6.4,31.0,0.0,15.2,-26.0,-22.8,-19.6,1.1,16.53,146,11,0.013978091,0.193647198,0
104.25,75.75,,,,52.9,6.6,31.0,0.0,13.4,-35.8,-32.5,-29.2,0.5,13.66,165,9,5.460862525,0.00026858,0
42.75,40.25,,,,60.5,9.6,30.68,0.5,31.8,-11.7,-6.9,-2.1,2.9,9.11,150,3,1411.542446,0.0,0
90.598,23.685,Asia,Bangladesh,10/10/2019,39.0,13.8,0.0,2.2,3.9,11.7,18.6,25.5,15.1,0.65,145,2,8504.041943,322.0633522,1
81.75,59.75,,,,69.3,7.2,31.0,0.0,13.7,-26.1,-22.5,-18.9,1.0,11.55,152,4,5.070079445,0.000173848,0
77.75,14.75,,,,15.9,12.9,0.0,4.2,0.0,18.0,24.4,30.9,16.0,0.0,166,2,3005.597183,1576.635882,0
118.300009,29.659769,Asia,China,13-Jul-20,64.7,6.2,23.91,1.4,39.2,-2.8,0.3,3.4,3.4,11.12,154,2,942.6862593,876.0947453,1
114.25,27.75,,,,79.9,4.5,18.45,1.3,48.0,-0.2,2.1,4.4,4.0,13.13,166,4,3789.012845,426.2769119,0
24.01034,41.59671,Europe,Bulgaria,31/05/2016,78.0,6.6,27.32,1.0,41.4,-6.1,-2.8,0.5,2.9,7.81,173,4,79.94429762,0.0,1
110.25,32.25,,,,64.8,8.5,26.48,1.2,3.1,-5.2,-0.9,3.4,1.8,4.18,149,4,938.9672289,0.012420105,0
40.75,50.25,,,,80.3,5.3,30.08,0.2,36.0,-10.1,-7.4,-4.8,3.2,14.67,160,2,321.5812642,0.000451745,0
113.75,41.25,,,,23.4,10.8,31.0,0.8,0.3,-21.6,-16.2,-10.8,0.0,0.69,190,3,1628.26315,0.0,0
44.75,35.25,,,,50.5,9.5,5.85,1.2,52.7,4.8,9.5,14.3,8.2,8.79,166,9,786.7618417,9.773016382,0
54.25,30.75,,,,44.4,14.5,23.09,1.9,33.5,-2.1,5.2,12.5,3.7,6.71,188,2,31.28482562,0.0,0
45.75,21.25,,,,40.7,11.4,0.0,3.6,7.0,12.6,18.3,24.0,11.5,2.1,171,9,16.34122531,0.0,0
178.75,69.25,,,,64.4,8.3,31.0,0.0,30.2,-27.3,-23.1,-19.0,1.2,14.81,157,3,0.0,0.001337734,0
80.75,62.75,,,,86.4,6.7,31.0,0.0,19.4,-26.4,-23.0,-19.7,0.9,15.68,153,4,0.0,0.0,0
58.75,27.25,,,,43.0,12.6,0.01,2.4,11.7,9.8,16.1,22.4,11.0,2.75,167,9,186.8741752,0.0,0
157.75,52.25,,,,64.9,5.2,30.91,0.3,53.8,-12.8,-10.2,-7.6,2.4,13.55,147,4,0.0,0.0,0
22.1489,40.9631,Europe,Greece,2/7/2016,69.5,7.3,21.77,0.6,31.3,-1.5,2.2,5.9,5.7,8.88,144,2,824.6855822,0.0,1
84.25,60.25,,,,71.6,7.0,31.0,0.0,15.6,-26.1,-22.6,-19.1,1.0,12.35,158,4,3.177251853,2.42e-05,0
46.25,45.75,,,,80.9,6.1,27.14,0.3,14.1,-5.9,-2.8,0.3,4.6,9.18,143,9,339.482093,4.429417085,0
44.75,54.75,,,,76.0,5.7,30.99,0.1,53.6,-13.6,-10.7,-7.9,2.4,19.88,159,2,220.4678284,0.000244516,0
92.25,70.75,,,,70.5,7.2,31.0,0.0,20.2,-31.1,-27.5,-23.9,0.6,21.04,151,3,8.488469877,0.000686626,0
55.75,42.75,,,,62.2,8.9,28.84,0.7,6.3,-8.0,-3.5,1.0,3.4,5.51,153,9,0.917718299,0.004795306,0
22.1903,38.0142,Europe,Greece,2/8/2016,61.2,7.6,20.52,0.9,142.9,-1.0,2.8,6.6,5.3,13.4,191,2,30.1134544,0.0,1
125.75,70.25,,,,61.8,5.7,31.0,0.0,22.4,-41.6,-38.7,-35.9,0.2,15.66,151,3,1.01385483,0.000325094,0
62.75,68.25,,,,81.8,7.0,31.0,0.0,18.0,-24.1,-20.6,-17.1,1.1,16.07,146,3,0.019630171,0.000602559,0
32.75,58.25,,,,91.7,5.7,30.45,0.0,76.0,-11.0,-8.1,-5.3,3.3,24.19,150,4,17.1545112,2.37e-05,0
14.25,-9.75,,,,77.5,8.2,0.0,3.6,3.6,22.1,26.2,30.3,25.1,0.29,147,5,8.266361897,0.0,0
40.75,55.75,,,,83.5,5.9,30.91,0.1,45.3,-12.8,-9.8,-6.9,2.7,16.91,155,4,198.9940636,1.54e-05,0
38.25,33.25,,,,49.0,10.8,11.29,1.5,11.6,2.5,7.9,13.3,7.5,7.06,178,9,28.78678341,6.86e-13,0
108.25,75.25,,,,57.8,6.4,31.0,0.0,11.2,-38.8,-35.6,-32.4,0.4,10.54,158,9,5.459690842,0.00032662,0
58.75,46.75,,,,57.7,9.8,31.0,0.3,10.3,-17.3,-12.4,-7.5,2.0,8.16,154,9,53.27247979,0.004333786,0
45.75,33.25,,,,46.3,11.0,3.73,1.7,40.0,5.9,11.4,16.9,9.6,6.53,150,6,348.8044256,29.9144718,0
135.25,67.75,,,,52.1,6.6,31.0,0.0,4.8,-46.9,-43.6,-40.3,0.1,2.8,154,4,3.396755154,0.000163727,0
171.75,63.25,,,,64.9,9.6,31.0,0.0,30.0,-26.5,-21.7,-16.9,1.5,11.0,158,5,0.0,0.00055549,0
41.75,30.75,,,,35.8,12.3,3.91,2.5,4.9,5.8,11.9,18.1,7.7,3.27,170,9,0.0,0.0,0
115.75,27.75,,,,79.3,3.9,15.79,1.3,40.1,0.8,2.7,4.7,4.6,10.8,165,4,1340.73326,787.2280793,0
71.75,57.75,,,,49.8,7.9,31.0,0.0,6.9,-25.3,-21.3,-17.4,1.1,6.8,151,4,103.7845131,4.06e-05,0
87.25,58.25,,,,60.7,7.7,31.0,0.0,16.5,-27.3,-23.4,-19.6,1.0,13.74,154,4,7.096941952,2.87e-05,0
24.25,41.75,,,,78.0,6.6,27.32,1.0,41.4,-6.1,-2.8,0.5,2.9,7.81,173,4,79.94429762,0.0,0
41.25,62.25,,,,90.5,7.1,31.0,0.0,54.5,-17.5,-13.9,-10.4,2.1,19.42,156,4,2.648025966,0.000210332,0
72.25,63.75,,,,76.4,6.3,31.0,0.0,23.8,-24.3,-21.1,-18.0,1.2,15.53,152,6,0.002855716,8.7e-05,0
95.25,68.75,,,,67.7,8.1,31.0,0.0,15.0,-38.3,-34.2,-30.2,0.3,18.26,162,9,0.0,0.0,0
136.75,68.25,,,,51.1,7.1,31.0,0.0,4.2,-48.5,-44.9,-41.4,0.1,2.82,180,3,1.092378522,0.000168349,0
20.75,-11.75,,,,82.5,11.8,0.0,3.1,215.0,16.8,22.7,28.6,20.5,16.4,176,4,1.812852072,0.0,0
84.25,53.75,,,,60.7,8.9,31.0,0.0,5.3,-26.7,-22.2,-17.8,1.1,7.51,161,2,298.8765523,0.001374409,0
31.75,65.25,,,,90.9,8.2,31.0,0.0,44.5,-16.4,-12.3,-8.2,2.3,17.26,154,4,1.361965269,0.000347698,0
35.63843,32.75435,Asia,Israel,17/09/2019,56.2,8.2,1.21,1.6,87.2,7.7,11.8,15.9,10.0,13.09,159,2,558.6841025,0.0,1
112.75,61.75,,,,78.0,8.1,31.0,0.0,13.9,-34.7,-30.6,-26.6,0.4,10.04,163,4,3.106089085,0.000139825,0
38.25,26.25,,,,34.6,11.8,0.0,3.8,1.9,10.3,16.2,22.1,7.4,1.58,173,9,5.05e-08,0.0,0
20.03414,39.98679,Europe,Albania,23/05/2017,66.7,8.6,12.33,0.8,150.9,2.1,6.4,10.7,7.6,12.3,158,4,1277.247677,1.47e-06,1
49.25,48.25,,,,74.3,7.6,30.59,0.3,15.0,-11.4,-7.6,-3.8,3.0,7.78,144,8,79.7832905,2.855689212,0
82.25,36.75,,,,48.4,14.1,31.0,0.8,0.4,-16.9,-9.8,-2.8,0.7,0.3,204,9,11.85043489,0.0,0
123.25,60.75,,,,71.0,6.3,31.0,0.0,16.3,-34.5,-31.3,-28.2,0.4,12.47,170,4,3.810971442,0.000146934,0
96.25,28.25,,,,33.5,12.1,17.39,1.5,12.5,0.2,6.2,12.3,6.5,4.72,226,2,438.2476169,0.0,0
52.75,44.25,,,,71.8,7.9,28.77,0.6,11.9,-7.9,-3.9,0.1,3.7,7.04,151,9,2.461552158,0.026806407,0
118.25,48.75,,,,31.3,10.2,31.0,0.0,1.5,-31.3,-26.2,-21.1,0.8,0.23,177,3,346.1824391,0.0,0
80.25,64.25,,,,91.7,6.7,31.0,0.0,22.3,-25.4,-22.0,-18.7,1.1,19.17,146,4,0.00278914,0.001353022,0
139.25,52.25,,,,50.3,8.2,31.0,0.1,31.5,-23.7,-19.6,-15.5,1.2,12.21,148,4,0.98709782,0.000375284,0
90.75,39.25,,,,35.9,14.0,31.0,0.6,0.0,-18.2,-11.2,-4.2,1.4,0.0,219,3,1.60048862,0.0,0
63.75,58.75,,,,63.9,7.7,31.0,0.0,14.1,-21.6,-17.7,-13.9,1.4,4.99,151,4,16.35067609,9.58e-06,0
106.25,51.75,,,,48.8,8.8,31.0,0.1,7.3,-31.6,-27.2,-22.8,0.5,5.96,190,4,98.76686824,8.42e-06,0
122.25,47.25,,,,28.3,10.9,31.0,0.2,1.8,-27.2,-21.7,-16.3,0.7,1.53,162,2,55.94673753,0.0,0
78.75,59.25,,,,64.1,7.7,31.0,0.0,12.6,-26.5,-22.6,-18.8,1.0,8.58,151,4,6.143454868,0.000577814,0
20.403505,41.823249,Europe,Albania,17/10/2016,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0,1
95.75,60.25,,,,74.2,7.5,31.0,0.1,16.1,-33.2,-29.4,-25.7,0.2,6.92,175,4,13.20835631,9.09e-05,0
79.75,29.75,,,,45.0,11.1,12.86,1.7,14.6,1.9,7.4,13.0,5.3,0.69,185,4,3798.612334,2121.324776,0
167.25,69.25,,,,72.3,9.1,31.0,0.0,7.3,-32.0,-27.4,-22.9,0.7,10.76,157,3,0.0,0.000454107,0
91.25,25.25,,,,44.3,11.9,0.08,1.9,10.6,9.4,15.3,21.3,12.8,0.91,158,5,3599.175856,19.6108177,0
18.47,-19.94,Africa,Namibia,3/3/2017,63.8,12.6,0.0,4.2,125.0,18.0,24.3,30.6,17.2,15.5,178,3,279.8628121,0.0,1
47.25,53.75,,,,73.8,6.1,31.0,0.2,54.7,-14.8,-11.7,-8.7,2.1,19.44,163,4,267.442284,1.37e-05,0
20.44588,40.949295,Europe,Albania,17/10/2016,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21,191,4,462.5688405,0.0,1
135.75,46.25,,,,41.0,7.4,31.0,0.5,16.4,-21.6,-17.9,-14.2,0.8,3.23,203,4,0.372324672,9.02e-05,0
-178.25,66.25,,,,74.4,7.8,31.0,0.0,48.7,-21.2,-17.3,-13.4,1.9,14.28,145,3,0.0,0.000288055,0
84.25,63.75,,,,86.9,6.5,31.0,0.0,22.0,-27.0,-23.7,-20.5,1.0,16.93,153,4,0.007731756,8.89e-05,0
125.25,53.75,,,,44.5,13.1,31.0,0.0,2.4,-33.8,-27.2,-20.7,0.7,2.76,163,4,14.20376263,0.00070584,0
82.25,34.75,,,,54.5,15.6,31.0,0.7,9.2,-28.4,-20.6,-12.8,0.0,2.56,241,3,45.93664755,0.0,0
50.75,54.25,,,,68.4,6.2,31.0,0.1,46.8,-16.2,-13.1,-10.0,2.0,20.29,159,2,208.5243106,0.002449144,0
83.75,48.25,,,,52.5,9.4,31.0,0.1,8.4,-24.8,-20.1,-15.4,1.1,6.77,169,8,119.4992319,0.001549771,0
45.75,50.25,,,,77.0,6.3,30.59,0.2,34.9,-11.4,-8.2,-5.1,3.0,12.39,144,2,0.0,0.0,0
72.75,25.75,,,,14.7,16.5,0.66,3.3,0.0,8.3,16.5,24.8,7.0,0.0,157,2,2300.200183,1456.621067,0
54.75,72.25,,,,74.5,9.0,31.0,0.0,14.7,-27.8,-23.3,-18.8,1.2,16.19,165,9,0.064151551,0.002162489,0
107.25,24.75,,,,90.7,3.8,3.91,1.4,17.9,5.8,7.7,9.6,6.8,9.11,151,4,3108.159702,765.7834265,0
131.75,57.25,,,,60.7,8.7,31.0,0.0,9.8,-39.2,-34.8,-30.5,0.2,8.09,173,4,0.15305783,0.00087493,0
132.25,60.75,,,,74.1,6.4,31.0,0.0,6.4,-41.0,-37.8,-34.6,0.2,3.57,163,4,5.225761701,0.000339711,0
93.75,34.25,,,,38.6,15.0,31.0,0.9,1.1,-23.3,-15.8,-8.3,0.1,1.08,183,3,77.64631451,0.0,0
